index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
1791,Mechanics and Thermodynamics,Theoretical Mechanics,Lagrangian Formulation of Mechanics,"In a Cartesian coordinate system rotating with a constant angular velocity \(\omega\) about the \(z\)-axis relative to an inertial frame, a particle of mass \(m\) moves under the influence of a potential energy \(V(x, y, z)\). Using \(x, y, z\) as generalized coordinates, write the Lagrangian function for this particle.","The kinetic energy \(T\) is

\[
T = \frac{1}{2} m \left[(\dot{x} - \omega y)^2 + (\dot{y} + \omega x)^2 + \dot{z}^2\right] = \frac{1}{2} m \left( \dot{x}^2 + \dot{y}^2 + \dot{z}^2 \right) + \frac{1}{2} m \omega^2 (x^2 + y^2) + m \omega (x \dot{y} - y \dot{x})
\]

The Lagrangian function \(L\) is:

\[
L = T - V = \frac{1}{2} m \left( \dot{x}^2 + \dot{y}^2 + \dot{z}^2 \right) + \frac{1}{2} m \omega^2 (x^2 + y^2) + m \omega (x \dot{y} - y \dot{x}) - V(x, y, z)
\]","\boxed{\frac{1}{2} m \left( \dot{x}^2 + \dot{y}^2 + \dot{z}^2 \right) + \frac{1}{2} m \omega^2 (x^2 + y^2) + m \omega (x \dot{y} - y \dot{x}) - V(x, y, z)}",EX,,False,EN,Math Derivation
1793,Mechanics and Thermodynamics,Theoretical Mechanics,Hamiltonian Formulation of Mechanics,"For a particle of mass \( m \) under the force \( f = \frac{k}{x^{2}} \mathrm{e}^{-\frac{t}{\tau}} \), is its Hamiltonian a constant of motion?","Since \(\frac{\partial H}{\partial t} \neq 0\), \( H \) is not a constant of motion.",\boxed{No},TF,,False,EN,Laws Application
1794,Mechanics and Thermodynamics,Theoretical Mechanics,Lagrangian Formulation of Mechanics,A particle with mass $m$ moves in a plane using $r$ and $\sin \varphi$ as generalized coordinates. Find the kinetic energy of the particle.,"Let $x = r \cos \varphi, \ y = r \sin \varphi$. Now using $r$ and $q = \sin \varphi$ as generalized coordinates,

$$
\begin{aligned}
x & = r \cos \varphi = r \sqrt{1-q^{2}} \\
y & = r \sin \varphi = r q \\
\dot{x} & = \dot{r} \sqrt{1-q^{2}} - \frac{r q \dot{q}}{\sqrt{1-q^{2}}} \\
\dot{y} & = \dot{r} q + r \dot{q} \\
T & = \frac{1}{2} m\left(\dot{x}^{2} + \dot{y}^{2}\right) = \frac{1}{2} m\left[\left(\dot{r} \sqrt{1-q^{2}} - \frac{r q \dot{q}}{\sqrt{1-q^{2}}}\right)^{2} + (\dot{r} q + r \dot{q})^{2}\right] \\
& = \frac{1}{2} m\left(\dot{r}^{2} + \frac{r^{2} \dot{q}^{2}}{1-q^{2}}\right)
\end{aligned}
$$","\[
\boxed{\frac{1}{2} m\left(\dot{r}^{2} + \frac{r^{2} \dot{q}^{2}}{1-q^{2}}\right)}
\]",EX,,False,EN,Math Derivation
1795,Mechanics and Thermodynamics,Theoretical Mechanics,Hamiltonian Formulation of Mechanics,A particle with unit mass moves along the \( x \)-axis under the action of an external force \( F=-(x+t) \). It is located at \( x=0 \) at both \( t=0 \) and \( t=1 \). Determine the exact solution to this problem.,"\[
\begin{gathered}
T=\frac{1}{2} \dot{x}^{2}, \quad V=-\frac{1}{2}(x+t)^{2} \\
L=\frac{1}{2} \dot{x}^{2}+\frac{1}{2}(x+t)^{2}
\end{gathered}
\]

Using Hamilton's principle or the Lagrange equation, the differential equation of motion is obtained as

\[
\ddot{x}=-(x+t)
\]

To find the exact solution, let \( y=x+t \), then \( x=y-t \), thus

\[
\begin{gathered}
\dot{x}=\dot{y}-1, \quad \ddot{x}=\ddot{y} \\
\ddot{y}=-y \\
y=c_{1} \sin \left(t+c_{2}\right) \\
x=c_{1} \sin \left(t+c_{2}\right)-t
\end{gathered}
\]

By using \( x=0 \) at \( t=0 \) and \( t=1 \), solve for \( c_{1} \) and \( c_{2} \), obtaining

\[
\begin{gathered}
c_{1}=\frac{1}{\sin 1}, \quad c_{2}=0 \\
x=\frac{\sin t}{\sin 1}-t
\end{gathered}
\]",\boxed{x=\frac{\sin t}{\sin 1}-t},EQ,,False,EN,Math Derivation
1796,Mechanics and Thermodynamics,Theoretical Mechanics,Lagrangian Formulation of Mechanics,"In the $xy$ plane, any point can be represented using coordinates $c, x$, where $c$ satisfies $xy = c$. If gravity acts in the negative direction along the $y$-axis, determine the generalized force exerted by gravity on a particle of mass $m$.","When choosing $c, x$ as generalized coordinates,

$$
\delta W=-m g \delta y
$$

Since

$$
\begin{gathered}
y=\frac{c}{x}, \quad \delta y=\frac{1}{x} \delta c-\frac{1}{x^{2}} \delta x \\
\delta W=-m g\left(\frac{1}{x} \delta c-\frac{1}{x^{2}} \delta x\right) \\
Q_{c}=-\frac{m g}{x}, \quad Q_{x}=\frac{m g c}{x^{2}}
\end{gathered}
$$","\boxed{Q_{c} = -\frac{m g}{x}, Q_{x} = \frac{m g c}{x^{2}}}",EX,"None, None",True,EN,Math Derivation
1799,Mechanics and Thermodynamics,Theoretical Mechanics,Hamiltonian Formulation of Mechanics,A particle with mass $m$ is moving in one dimension under the influence of a force $f=\frac{k}{x^{2}} \mathrm{e}^{-\frac{t}{\tau}}$ (where $k$ and $\tau$ are positive constants). Write down its Hamiltonian function.,"\[
H=\frac{1}{2m} p_{x}^{2}+\frac{k}{x} \mathrm{e}^{-\frac{t}{\tau}}
\]",\boxed{H=\frac{1}{2m} p_{x}^{2}+\frac{k}{x} \mathrm{e}^{-\frac{t}{\tau}}},EQ,,False,EN,Laws Application
1800,Mechanics and Thermodynamics,Theoretical Mechanics,Lagrangian Formulation of Mechanics,"A particle with mass $m$ moves on a smooth plane under the influence of an attractive force from a fixed point $P$ on the plane. The magnitude of the force is inversely proportional to the square of the distance from point $P$, with a proportionality constant of $k$. Write the Lagrangian function of this particle in polar coordinates.","Take point $P$ as the origin of the polar coordinate system,

$$
\boldsymbol{F} = -\frac{k}{r^2} \hat{\boldsymbol{r}}
$$

Assume the potential energy at infinity is zero,

$$
\begin{aligned}
V(r) &= -\int_{\infty}^{r} \boldsymbol{F} \cdot \mathrm{d} \boldsymbol{r} = \int_{r}^{\infty}\left(-\frac{k}{r^2}\right) \mathrm{d}r = -\frac{k}{r}, \\
T &= \frac{1}{2} m\left(\dot{r}^2 + r^2 \dot{\varphi}^2\right), \\
L &= T - V = \frac{1}{2} m\left(\dot{r}^2 + r^2 \dot{\varphi}^2\right) + \frac{k}{r}.
\end{aligned}
$$",\boxed{L = \frac{1}{2} m\left(\dot{r}^2 + r^2 \dot{\varphi}^2\right) + \frac{k}{r}},EQ,,False,EN,Math Derivation
1801,Mechanics and Thermodynamics,Theoretical Mechanics,Hamiltonian Formulation of Mechanics,A particle with mass $m$ moves in one dimension under the influence of a force $f = \frac{k}{x^{2}} \mathrm{e}^{-\frac{t}{\tau}}$ (where both $k$ and $\tau$ are positive constants). Write down its Lagrangian function.,"\[
L = \frac{1}{2} m \dot{x}^{2} - \frac{k}{x} \mathrm{e}^{-\frac{t}{\tau}}
\]",\boxed{L = \frac{1}{2} m \dot{x}^{2} - \frac{k}{x} \mathrm{e}^{-\frac{t}{\tau}}},EQ,,False,EN,
1802,Mechanics and Thermodynamics,Theoretical Mechanics,Hamiltonian Formulation of Mechanics,"A particle with mass \(m\) moves on the surface of a sphere with radius \(R\), without being subjected to any external forces.  
How many generalized coordinates are required for this problem?","Since the particle is constrained to move on a spherical surface, two generalized coordinates are needed to describe its motion.",\boxed{2},NV,,False,EN,Knowledge Recall
1804,Mechanics and Thermodynamics,Theoretical Mechanics,Hamiltonian Formulation of Mechanics,"A particle with unit mass moves along the \( x \)-axis under the external force \( F=-(x+t) \). It is located at \( x=0 \) at both \( t=0 \) and \( t=1 \). Use the Ritz method to find an approximate solution for this problem, calculating only for \( n=0 \).","Below, we use the Ritz method to find the approximate solution:

\[
\int L \mathrm{~d} t=\int\left[\frac{1}{2} \dot{x}^{2}-\frac{1}{2}(x+t)^{2}\right] \mathrm{d} t
\]

Assume:

\[
\begin{gathered}
x(t)=\alpha_{0} t(1-t) \\
\dot{x}=\alpha_{0}-2 \alpha_{0} t \\
\phi\left(\alpha_{0}\right)=\int_{0}^{1}\left[\frac{1}{2}\left(\alpha_{0}-2 \alpha_{0} t\right)^{2}-\frac{1}{2}\left(\alpha_{0} t-\alpha_{0} t^{2}+t\right)^{2}\right] \mathrm{d} t
\end{gathered}
\]

Upon calculation, we get:

\[
\phi\left(\alpha_{0}\right)=\frac{3}{20} \alpha_{0}^{2}-\frac{1}{12} \alpha_{0}-\frac{1}{6}
\]

Determine the value of \( \alpha_{0} \) by finding the extremum of \( \phi\left(\alpha_{0}\right) \),

The approximate solution is:

\[
\begin{gathered}
\frac{d \phi}{d \alpha_{0}}=\frac{3}{10} \alpha_{0}-\frac{1}{12}=0 \\
\alpha_{0}=\frac{5}{18} \\
x=\frac{5}{18}t(1-t)
\end{gathered}
\]",\boxed{\frac{5}{18}t(1-t)},EX,,False,EN,Math Derivation
1806,Mechanics and Thermodynamics,Theoretical Mechanics,Lagrangian Formulation of Mechanics,"A particle moves in a uniform gravitational field, described using spherical coordinates, with the vertically upward direction as the polar axis. Find the component of the generalized force of gravity in the \( r \) direction.","Solution

So

$$
\begin{aligned}
\delta W & =-m g \delta z \\
z & =r \cos \theta \\
\delta z & =\cos \theta \, \delta r - r \sin \theta \, \delta \theta \\
\delta W & =-m g \cos \theta \, \delta r + m g r \sin \theta \, \delta \theta \\
Q_{r} & =-m g \cos \theta \\
\end{aligned}
$$",\boxed{-mg \cos \theta},EX,,False,EN,Math Derivation
1807,Mechanics and Thermodynamics,Theoretical Mechanics,Lagrangian Formulation of Mechanics,"Determine the dissipation function \( R \) of a ring with radius \( r \), given that the mass element of the ring is located in the region \(\alpha \sim \alpha+\mathrm{d}\alpha\). The frictional force acting on each element of the ring is described by the following expression:

$$
\begin{aligned}
& -f \frac{\left[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)\right] i+\left[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)\right] j}{\left\{\left[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)\right]^{2}+\left[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)\right]^{2}\right\}^{1 / 2}} r \mathrm{~d} \alpha \\
& \dot{x}^{\prime}=\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha), \\
& \dot{y}^{\prime}=\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha).
\end{aligned}
$$","$$
\begin{aligned}
R= & \int_{0}^{2 \pi}\left(f \frac{\left[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)\right] \mathrm{d}[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)]}{\left\{\left[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)\right]^{2}+\left[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)\right]^{2}\right\}^{1 / 2}}\right. \\
& \left.+f \frac{\left[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)\right] \mathrm{d}[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)]}{\left\{\left[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)\right]^{2}+\left[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)\right]^{2}\right\}^{1 / 2}}\right) r \mathrm{~d} \alpha \\
= & r f \int_{0}^{2 \pi} \frac{\frac{1}{2} \mathrm{d}\left\{\left[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)\right]^{2}+\left[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)\right]^{2}\right\}}{\left\{\left[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)\right]^{2}+\left[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)\right]^{2}\right\}^{1 / 2}} \mathrm{~d} \alpha \\
= & r f \int_{0}^{2 \pi}\left\{\left[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)\right]^{2}+\left[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)\right]^{2}\right\}^{1 / 2} \mathrm{~d} \alpha
\end{aligned}
$$",\(\boxed{r f \int_{0}^{2 \pi}\left\{\left[\dot{x}-r \dot{\varphi} \sin (\varphi+\alpha)\right]^{2}+\left[\dot{y}+r \dot{\varphi} \cos (\varphi+\alpha)\right]^{2}\right\}^{1 / 2} \mathrm{~d} \alpha}\),EX,,False,EN,
