index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
3806,Modern Physics,Solid-State Physics,Binding in Solids,"Assume that the total interaction potential energy between ions in an ionic crystal is given by

\[
U(r) = -N \left[ \frac{M e^2}{4 \pi \varepsilon_0 r} - Z \lambda e^{-\frac{r}{\rho}} \right]
\]

Find the expression for \(e^{-\frac{r_0}{\rho}}\) under the equilibrium condition of the crystal, where \(\lambda, \rho\) are constants, and \(Z\) is the coordination number.","From the equilibrium condition

\[
\left. \frac{\partial U(r)}{\partial r} \right|_{r_0} = N \left[ \frac{M e^2}{4 \pi \varepsilon_0 r_0^2} - \frac{Z \lambda}{\rho} e^{-\frac{r_0}{\rho}} \right] = 0
\]

which gives

\[
e^{-\frac{r_0}{\rho}} = \frac{M \rho e^2}{4 \pi \varepsilon_0 Z \lambda r_0^2}
\]","\[
\boxed{\frac{M \rho e^2}{4 \pi \varepsilon_0 Z \lambda r_0^2}}
\]",EX,,False,EN,Math Derivation
3807,Modern Physics,Solid-State Physics,Binding in Solids,"Estimate the pressure required to compress a solid to a multiple \(\alpha\) of its normal density. What pressure is needed if the normal density of the solid is compressed to 10 times its usual value? Assume the bulk modulus of the solid, \(K = 10^{10} \, \mathrm{Pa}\).","From the definition of the crystal's bulk modulus

\[
K=-V\left(\frac{\partial P}{\partial V}\right)_{T}
\]

we have

\[
\mathrm{d}P = -K \frac{\mathrm{d}V}{V}
\]

Integrating both sides

\[
\int_{P_{0}}^{P} \mathrm{d}P = -\int_{V_{0}}^{V} K \frac{\mathrm{d}V}{V}
\]

gives

\[
P - P_{0} = -K \ln\frac{V}{V_{0}}
\]

\(V_{0}\) is the volume of the crystal at equilibrium. At natural equilibrium, the crystal is under atmospheric pressure, which causes a negligible change in the crystal volume. Thus, it can be approximated that \(P_{0}=0\), so

\[
P = -K \ln\frac{V}{V_{0}}
\]

If a solid is compressed to a multiple \(\alpha\) of its normal density, its volume will be \(\frac{1}{\alpha}\) of the original volume \(V_{0}\), that is

\[
\frac{V}{V_{0}} = \frac{1}{\alpha}
\]

then

\[
P = -K \ln\frac{V}{V_{0}} = -K \ln\frac{1}{\alpha} = K \ln\alpha
\]

Typically, the bulk modulus of a solid \(K = 10^{10} \, \mathrm{Pa}\). If \(\alpha = 10\), then

\[
P = 1 \times 10^{10} \ln 10 = 2.3 \times 10^{10} \, \mathrm{Pa} = 2.3 \times 10^{5} \, \mathrm{atm}
\]",\boxed{2.3 \times 10^{5}},NV,,False,EN,Laws Application
3808,Modern Physics,Solid-State Physics,Transport Properties of Electrons and Holes in Solids,"The density of copper is \(8.9 \times 10^{3} \, \mathrm{kg/m^3}\), and its atomic weight is 63.5. Assuming each copper atom releases one valence electron, find the Fermi energy \(E_{\mathrm{F}}^{0}\) at absolute zero.","The concentration of free electrons in copper is
\[
n=\frac{8.9 \times 10^3}{63.5} \times 6.02 \times 10^{23}=8.4 \times 10^{28} \, \mathrm{m}^{-3}
\]

The Fermi energy is
\[
\begin{aligned}
E_{\mathrm{F}}^{0} & =\frac{\hbar^2}{2m} \left(3\pi^{2}n\right)^{\frac{2}{3}} =\frac{\left(1.055 \times 10^{-34}\right)^{2}}{2 \times 9.1 \times 10^{-31}} \times \left(3\pi^{2} \times 8.4 \times 10^{28}\right)^{\frac{2}{3}} \\
& =1.12 \times 10^{-18} \, \mathrm{J} = \frac{1.12 \times 10^{-18}}{1.6 \times 10^{-19}} = 7.01 \, \mathrm{eV}
\end{aligned}
\]",\boxed{7.01},NV,,False,EN,Knowledge Recall
3810,Modern Physics,Solid-State Physics,Transport Properties of Electrons and Holes in Solids,"In the free electron model of metals, it is assumed that conduction electrons can be approximately considered as a free electron gas. Given that the resistivity of copper is \(1.7 \times 10^{-6} \, \Omega \cdot \mathrm{cm}\) and the atomic density of copper is \(8.5 \times 10^{22} \, \mathrm{cm}^{-3}\), estimate the relaxation time \(\tau\) of electrons in copper.","For copper, assuming each atom contributes one conduction electron, therefore,

\[
n = 8.5 \times 10^{22} \, \mathrm{cm}^{-3}
\]

Thus, the relaxation time of electrons in copper is given by

\[
\tau = \frac{m \sigma}{n e^{2}} = \frac{m}{n e^{2} \rho} = \frac{9.11 \times 10^{-31}}{8.5 \times 10^{22} \times (1.6 \times 10^{-19})^{2} \times 1.7 \times 10^{-8}} = 2.5 \times 10^{-14} \, \mathrm{s}
\]",\boxed{2.5 \times 10^{-14}},NV,\mathrm{s},False,EN,Practical Application
3811,Modern Physics,Solid-State Physics,Lattice Vibrations and Mechanical Properties of Solids,"According to Debye's law, the specific heat of a solid is proportional to the cube of the temperature \(T^{3}\). The formula is:

\[
c_{V}=\frac{12 \pi^{4} N k_{\mathrm{B}}}{5}\left(\frac{T}{\Theta_{\mathrm{D}}}\right)^{3}
\]

Given that at a temperature \(T=100 \mathrm{~K}\), the heat capacity of diamond is \(c_{V}=7.2 \times 10^{-2} \mathrm{cal} / \mathrm{mol} \cdot \mathrm{K}\), find the Debye temperature \(\Theta_{\mathrm{D}}\) of diamond.","Let \(N=N_{0}\) (Avogadro's number). According to Debye's law, we have:

\[
\Theta_{\mathrm{D}}=\left(\frac{12 \pi^{4} R}{5 c_{V}}\right)^{\frac{1}{3}} T=\left(\frac{12 \times 3.1416^{4} \times 8.314}{4.186 \times 5 \times 7.2 \times 10^{-2}}\right)^{\frac{1}{3}} \cdot 100=1861 \mathrm{~K}
\]",\boxed{1861},NV,\mathrm{K},False,EN,Laws Application
3813,Modern Physics,Solid-State Physics,Motion of Electrons in Electromagnetic Fields,"In a one-dimensional crystal with a fully filled electron band, the energy relationship is given by:
\[ 
E(k)=\frac{\hbar^{2} k_{1}^{2}}{6 m}-\frac{3 \hbar^{2} k^{2}}{m} 
\]

where \(m\) is the electron mass, \(k_{1}=\frac{1}{8 a}\), and the lattice constant \(a=3.14 \times 10^{-10} \mathrm{~m}\). Suppose an electron is removed from the state at \(k_{1}\), while all other states are occupied by electrons, resulting in a quasiparticle—a hole—at \(k_{1}\). Calculate the effective mass of the hole \(m_{\mathrm{h}}^{*}\).","The effective mass of the electron:
\[
\begin{aligned}
m_{\mathrm{e}}^{*} = \frac{\hbar^{2}}{\frac{\mathrm{d}^{2} E(k)}{\mathrm{d} k^{2}}} = \frac{\hbar^{2}}{\left(-\frac{6 \hbar^{2}}{m}\right)} = -\frac{m}{6} = -\frac{9.11 \times 10^{-31}}{6} = -1.52 \times 10^{-31} \, \mathrm{kg}
\end{aligned}
\]
The effective mass of the hole:
\[
m_{\mathrm{h}}^{*} = -m_{\mathrm{e}}^{*} = 1.52 \times 10^{-31} \, \mathrm{kg} = 0.17 m_{0}
\]",\boxed{1.52 \times 10^{-31}},NV,\mathrm{kg},False,EN,Laws Application
3814,Modern Physics,Solid-State Physics,Lattice Vibrations and Mechanical Properties of Solids,"Discuss the total momentum \(P\) of lattice vibrations in a one-dimensional monoatomic chain when the phonon quasi-momentum \(q = 0\). The one-dimensional lattice consists of \(N\) identical atoms with a lattice constant \(a\). Under the harmonic interaction of adjacent atoms, the atoms perform harmonic oscillations around equilibrium positions, with an amplitude \(A\) and angular frequency \(\omega\). The dynamics of atom positions are described by the following equation:
\[
m \frac{\mathrm{d}^{2} x_{n}}{\mathrm{d} t^{2}} = \beta \left(x_{n+1} + x_{n-1} - 2 x_{n}\right)
\]
The formula to calculate the total momentum \(P\) of the lattice vibrations is:
\[
P = -\mathrm{i} \omega m A \mathrm{e}^{-\mathrm{i} \omega t} \sum_{n=0}^{N-1} \mathrm{e}^{\mathrm{i} q n a}
\]","When \(q = 0\), using the series expansion of \(\mathrm{e}^{\mathrm{i} y}\):
\[
\mathrm{e}^{\mathrm{i} y} = 1 + \frac{\mathrm{i} y}{1!} + \frac{(\mathrm{i} y)^2}{2!} + \frac{(\mathrm{i} y)^3}{3!}
\]

and taking only the first term, we have:
\[
\sum_{n=0}^{N-1} \mathrm{e}^{\mathrm{i} q n a} = \frac{1 - (1 + \mathrm{i} 2 \pi l)}{1 - \left(1 + \mathrm{i} 2 \pi \frac{l}{N}\right)} = N
\]

Thus, the total momentum of the one-dimensional lattice vibrations given by the above expression is:
\[
P = -\mathrm{i} \omega (N m) A \mathrm{e}^{-\mathrm{i} \omega t}
\]

In this equation, \(N m\) represents the total mass of the one-dimensional lattice atoms, hence the momentum given by the above expression is the momentum of the entire vibration of the one-dimensional atomic chain:
\[
x(t) = A \mathrm{e}^{-\mathrm{i} \omega t}
\]

Here, \(x(t)\) represents the displacement of the entire one-dimensional atomic chain, and its momentum is:
\[
P = (N m) \dot{x}(t) = -\mathrm{i} \omega (N m) A \mathrm{e}^{-\mathrm{i} \omega t}
\]

The above equation gives the momentum. Therefore, \(q = 0\) indicates that the motion phases of all atoms in the atomic chain are completely consistent, having the same displacement, with a total momentum \(P = (N m) \frac{\mathrm{d} x}{\mathrm{d} t}\). This mode represents the uniform translation of the crystal as a whole, which carries physical momentum.",\boxed{P = -\mathrm{i} \omega (N m) A \mathrm{e}^{-\mathrm{i} \omega t}},EQ,,False,EN,Math Derivation
3815,Modern Physics,Solid-State Physics,Lattice Vibrations and Mechanical Properties of Solids,"Using the Debye model, calculate the Debye frequency \(\omega_{D}\) for a one-dimensional monatomic lattice at temperatures lower than the Debye temperature \(\Theta_{D}=\frac{\hbar \pi v}{k_{B} a}\), where \(v\) is the speed of sound, \(a\) is the lattice constant, and \(k_{B}\) is the Boltzmann constant.","The internal energy of the lattice is given by

\[
E=\int_{0}^{\omega_{D}} \frac{L}{\pi v} \frac{\hbar \omega}{\mathrm{e}^{\frac{\hbar \omega}{k_{B} T}}-1} \, \mathrm{d} \omega
\]

where \(\omega_{D}\) is determined by the following equation:

\[
\int_{0}^{\omega_{D}} \frac{L}{\pi v} \, \mathrm{d} \omega=N
\]

From this, we derive

\[
\omega_{D}=\frac{\pi N v}{L}=\frac{\pi v}{a}=\frac{k_{B} \Theta_{D}}{\hbar}
\]",\boxed{\frac{k_{B} \Theta_{D}}{\hbar}},EX,,False,EN,Math Derivation
3816,Modern Physics,Solid-State Physics,Transport Properties of Electrons and Holes in Solids,"If silver is considered as a monovalent metal with a spherical Fermi surface, calculate the radius of the Fermi sphere. The density of silver is \(10.5 \ \mathrm{g/cm^3}\) and the atomic weight is \(107.87\).","The electron concentration of silver \(n = \frac{10.5}{107.87} \times 6.022 \times 10^{23} = 5.86 \times 10^{22} \ \mathrm{cm}^{-3}\).

The radius of the Fermi sphere \(k_{\mathrm{F}}\) is given by:

\[
k_{\mathrm{F}} = 2 \pi \left(\frac{3}{8 \pi} \cdot n\right)^{\frac{1}{3}} = 2 \pi \left(\frac{3}{8 \pi} \times 5.86 \times 10^{22}\right)^{\frac{1}{3}} = 1.2 \times 10^{8} \ \mathrm{cm}^{-1}
\]",\boxed{1.2 \times 10^{8}},NV,\mathrm{cm}^{-1},False,EN,Practical Application
3818,Modern Physics,Solid-State Physics,Crystal Defects and Motion,"In an ionic crystal, due to the requirement of electrical neutrality, Schottky defects are produced in pairs. Assume the volume occupied by one NaCl molecule in the crystal is \(v\), let \(n\) represent the number of pairs of cation and anion vacancies, and \(N\) be the total number of cation-anion pairs in the ionic crystal. Schottky defects cause an increase in the crystal's volume. Estimate the relative change in volume \(\Delta V / V\) of the ionic crystal when Schottky defects are present, based on the following conclusion:

\[
n = N \mathrm{e}^{-\frac{E}{2 k_{\mathrm{B}} T}}
\]","Assume the volume occupied by one NaCl molecule in the crystal is \(v\). When \(n\) pairs of cation and anion vacancies are created, since these \(n\) pairs have migrated to the surface of the crystal, the increase in the crystal's volume is

\[
\Delta V = n v
\]

When there are no Schottky defects, the volume of the crystal is

\[
V = N v
\]

Therefore,

\[
\frac{\Delta V}{V} = \frac{n v}{N v} = \frac{n}{N}
\]

Substituting the result \(n = N \mathrm{e}^{-\frac{E}{2 k_{\mathrm{B}} T}}\) into the equation, we obtain

\[
\frac{\Delta V}{V} = \mathrm{e}^{-\frac{E}{2 k_{\mathrm{B}} T}}
\]",\boxed{\mathrm{e}^{-\frac{E}{2 k_{\mathrm{B}} T}}},EX,,False,EN,Math Derivation
3821,Modern Physics,Solid-State Physics,Binding in Solids,"A linear Bravais solid chain is composed of \(N\) inert gas atoms. If the average interaction potential between every two atoms is given by

\[
\phi(x)=\phi_{0}\left[\left(\frac{\sigma}{x}\right)^{12}-2\left(\frac{\sigma}{x}\right)^{6}\right]
\]

find the linear elastic modulus \(K\).","The linear elastic modulus is 

\[
K=\left.x_{0} \frac{\mathrm{~d}^{2} \phi}{\mathrm{~d} x^{2}}\right|_{x_{0}}=x_{0} \phi_{0}\left[\frac{12 \times 13 \sigma^{12}}{x_{0}^{14}}-\frac{12 \times 7 \sigma^{6}}{x_{0}^{8}}\right]
\]

Since \(x_{0}=\sigma\),

\[
K=\sigma \phi_{0}(12 \times 13-12 \times 7) \cdot \frac{1}{\sigma^{2}}=\frac{72 \phi_{0}}{\sigma}
\]",\boxed{\frac{72 \phi_{0}}{\sigma}},NV,,False,EN,Math Derivation
3822,Modern Physics,Solid-State Physics,Lattice Vibrations and Mechanical Properties of Solids,"Based on experimental measurement data, the heat capacity of iron at \(T_1 = 20 \, \text{K}\) is \(c_V^{(1)} = 0.054 \, \text{cal} / \text{mol} \cdot \text{K}\), and at \(T_2 = 30 \, \text{K}\) it is \(c_V^{(2)} = 0.18 \, \text{cal} / \text{mol} \cdot \text{K}\). Assuming that at low temperatures, the heat capacity of the crystal can be expressed as \(c_V = a T + b T^3\), where the contribution of electrons to the heat capacity is proportional to the temperature, and the heat capacity of the crystal atoms is proportional to the cube of the temperature. Find the value of the coefficient \(b\) using the given conditions.","According to the given model \(c_V = a T + b T^3\), applying the experimental data we have:

\[
\begin{cases} 
c_V^{(1)} = a T_1 + b T_1^3 \\ 
c_V^{(2)} = a T_2 + b T_2^3 
\end{cases}
\]

By applying \([ (3) \times T_1 ] - [ (2) \times T_2 ]\), we get:

\[
b = \frac{c_V^{(2)} T_2 - c_V^{(1)} T_2}{T_2^3 T_1 - T_1^3 T_2} = \frac{0.18 \times 20 - 0.054 \times 30}{30^3 \times 20 - 20^3 \times 30} = \frac{1.98}{30 \times 10^4}
\]",\boxed{\frac{1.98}{30 \times 10^4}},NV,,False,EN,Practical Application
3823,Modern Physics,Solid-State Physics,Lattice Vibrations and Mechanical Properties of Solids,"In the above result, the wave vector of the third phonon formed through synthesis is \(\boldsymbol{q}_{3} = 2.22 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{i} + 0.92 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{j}\). Confirm whether it lies within the first Brillouin zone.

The distance from the origin of the reciprocal lattice space to the boundary of the first Brillouin zone in the \(x\) direction is \(\frac{1}{2} \frac{2 \pi}{a} = 1.57 \times 10^{10} \, \text{m}^{-1}\).","Since \(\boldsymbol{q}_{3} = 2.22 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{i} + 0.92 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{j}\) exceeds the limit of the first Brillouin zone \(1.57 \times 10^{10} \, \text{m}^{-1}\), we use periodic boundary conditions:

Choose the reciprocal lattice vector \(\boldsymbol{G}_{h} = -\boldsymbol{b}_{1} = -3.14 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{i}\), then

\[
\begin{aligned}
\boldsymbol{q}_{3} & =\boldsymbol{q}_{1}+\boldsymbol{q}_{2}+\boldsymbol{G}_{h}=2.22 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{i}+0.92 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{j}-3.14 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{i} \\
& =-0.92 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{i}+0.92 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{j} \\
& =-\frac{\sqrt{2}}{2} \times 1.3 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{i}+\frac{\sqrt{2}}{2} \times 1.3 \times 10^{10} \, \text{m}^{-1} \, \boldsymbol{j}
\end{aligned}
\]

The adjusted phonon wave vector is along the \([\overline{1}, 1, 0]\) direction, with magnitude still \(1.3 \times 10^{10} \, \text{m}^{-1}\), which is within the first Brillouin zone.",\boxed{Yes},TF,,False,EN,Laws Application
3824,Modern Physics,Solid-State Physics,Transport Properties of Electrons and Holes in Solids,"If the collision resistance of electrons in a metal is expressed as \(-\frac{mv_d}{\tau}\), where \(\tau\) is the mean free time, the equation for the electron drift velocity \(v_d\) is

\[
m\left(\frac{\mathrm{d} v_d}{\mathrm{d} t}+\frac{v_d}{\tau}\right) = -e \varepsilon
\]

Assuming an alternating electric field \(\varepsilon = \varepsilon_0 e^{-\mathrm{i}\omega t}\), determine the conductivity \(\sigma(\omega)\) of the metal under this electric field.","In steady state, the electron drift velocity is

\[
v_d = -\frac{e \varepsilon_0 \tau}{m} \frac{e^{-\mathrm{i}\omega t}}{1-\mathrm{i} \omega \tau}
\]

Let the electron concentration in the metal be \(n\), then under the influence of the electric field, the current density passing through the metal is

\[
j = -n e v_d = n e \cdot \frac{e \tau \varepsilon_0}{m} \cdot \frac{e^{-\mathrm{i}\omega t}}{1-\mathrm{i} \omega \tau} = \frac{n e^2 \tau}{m} \frac{1}{1-\mathrm{i} \omega \tau} \varepsilon \propto \varepsilon
\]

Thus, the conductivity of the metal is

\[
\sigma = \frac{n e^2 \tau}{m} \frac{1}{1-\mathrm{i} \omega \tau} = \sigma(0) \frac{1+\mathrm{i} \omega \tau}{1+(\omega \tau)^2}
\]

where \(\sigma(0) = \frac{n e^2 \tau}{m}\).",\[\boxed{\sigma(\omega) = \frac{n e^2 \tau}{m} \frac{1}{1-\mathrm{i} \omega \tau}}\],EQ,,False,EN,Math Derivation
3825,Modern Physics,Solid-State Physics,Crystal Structure,"A beam of electrons with a kinetic energy of 1 keV undergoes diffraction after passing through a polycrystalline metal foil. This metal has a cubic crystal structure with an atomic spacing of \(1 \, \text{Å}\). Calculate the wavelength of the electrons.","Since the electron wavelength

\[
\lambda = \frac{h}{p}
\]

and \(\frac{p^{2}}{2m} = eV\) (\(V\) is the accelerating voltage of the electrons), therefore

\[
\lambda = \frac{h}{(2meV)^{1/2}} \approx \frac{12.25}{V^{1/2}} = \frac{12.25}{\sqrt{1000}} = 0.39 \, \text{Å}
\]",\boxed{0.39},NV,,False,EN,Laws Application
