index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
5153,Electromagnetism,Geometrical Optics,Reflection and Refraction of Light,"Given that the apex angle of a prism is $\alpha = 60^{\circ}$ and the minimum deviation angle is $\delta_{m} = 30^{\circ}$, find the refractive index $n$ of the isosceles prism.","The relationship between the refractive index, apex angle, and minimum deviation angle is given by:

$$
n = \frac{\sin \frac{\alpha + \delta_{m}}{2}}{\sin \frac{\alpha}{2}}
$$

Substituting $\alpha = 60^{\circ}$ and $\delta_{m} = 30^{\circ}$, we get:

$$
n = \sqrt{2}
$$",\boxed{\sqrt{2}},NV,,False,EN,Knowledge Recall
5161,Electromagnetism,Geometrical Optics,Imaging of Light,"The refractive index of a material depends on the wavelength, \( n=n(\lambda) \), and this phenomenon is called dispersion. The focal length of a lens is related to the wavelength:

\[
\frac{1}{f}=(n-1)\left(\frac{1}{R_{1}}-\frac{1}{R_{2}}\right)
\]

where \( R_{1}, R_{2} \) are the radii of curvature of the two surfaces of the lens. Since \( f(n-1)= \) constant, we have:

\[
\frac{\delta f}{f}+\frac{\delta n}{n-1}=0
\]

The quantity \( \frac{\delta n}{n-1}=\Delta \) is called the relative dispersion of the lens material. Try to find the condition for two closely combined lenses to be achromatic.

Using the formula to find the relationship of changes in a dispersive system:

\[
\frac{\delta f}{f^{2}}=\frac{\delta f_{1}}{f_{1}^{2}}+\frac{\delta f_{2}}{f_{2}^{2}}
\]","Therefore,

\[
\frac{\delta f}{f^{2}}=\frac{\delta f_{1}}{f_{1}^{2}}+\frac{\delta f_{2}}{f_{2}^{2}} \tag{2}
\]",\boxed{\Delta_1 f_1^2 + \Delta_2 f_2^2 = 0},EQ,,False,EN,
5173,Electromagnetism,Geometrical Optics,Imaging of Light,"The diameter of the objective lens of an astronomical telescope is 18 cm, with a transmission coefficient of 0.50. It is known that the naked eye can directly observe sixth magnitude stars. What is the highest magnitude of stars that can be observed with this telescope? (Note: With each increase in magnitude, the brightness decreases to \(1 / \sqrt[5]{100} \approx 1 / 2.5\).)","In this problem, the celestial body should be treated as a point light source, and the brightness of the image point on the retina directly depends on the total luminous flux entering the eye pupil. Without the telescope, the luminous flux entering the eye pupil is

\[ 
\Delta \Phi_{e} \propto D_{e}^{2} 
\]

With the telescope, the luminous flux entering the objective lens is

\[ 
\Delta \Phi \propto D^{2} 
\]

Considering the transmission coefficient \(k\) of the system, the luminous flux passing through the exit pupil is reduced to

\[ 
\Delta \Phi^{\prime}=k \Delta \Phi \propto k D^{2} 
\]

When \( D^{\prime} < D_{e} \), it is evident that all the luminous flux passing through the telescope's exit pupil enters the eye pupil. Therefore, at this time

\[ 
\frac{\Delta \Phi^{\prime}}{\Delta \Phi_{e}}=k\left(\frac{D}{D_{e}}\right)^{2}=0.50 \times\left(\frac{18}{0.3}\right)^{2}=1800 
\]

According to the astronomical magnitude classification standard, at this point, the highest magnitude (faintest star) observable is

\[ 
N=N_{0}+\log _{2.5} 1800=6+8=14 \text{ (magnitude)} 
\]

where \(N_{0}\) is the highest magnitude visible to the naked eye, which is 6.",\boxed{14},NV,,False,EN,Practical Application
5180,Electromagnetism,Geometrical Optics,Reflection and Refraction of Light,"The refractive index \( n \) of an optical fiber is distributed radially as \( n^{2} = n_{0}^{2}\left(1 - \alpha^{2} r^{2}\right) \), where \( n_{0} \) is the refractive index at the center, and \( \alpha \) is a positive number much smaller than 1. Derive the spatial period of light propagation within the fiber and analyze the case of small angle incidence.","The path of the light ray is sinusoidal, with a spatial period of 

\[ 
T = \frac{2 \pi \sin \theta_{0}}{\alpha} 
\]

For light rays incident from different directions, \( \theta_{0} \) varies, and so does \( T \). For light rays incident at small angles into the fiber layer, \( \theta_{0} \approx \frac{\pi}{2}, \sin \theta_{0} \approx 1 \), they have approximately the same spatial period \( T = \frac{2 \pi}{\alpha} \). Light rays incident at small angles within the fiber exhibit a self-focusing effect, as shown in Figure 2.",\boxed{\frac{2 \pi}{\alpha}},NV,,False,EN,Math Derivation
5188,Electromagnetism,Geometrical Optics,Reflection and Refraction of Light,A concave mirror with a focal length of $f_0 = 20 \mathrm{~cm}$ is filled with water $(n=4/3)$. Determine the focal length $f_b$ of the mirror after being filled with water.,"In water, the relationship between the object distance $y$ and the image distance $y^{\prime}$ is given by:
$$
y^{\prime}=\frac{n^{\prime}}{n} y
$$
where $n=\frac{4}{3}$ and $n^{\prime}=1$. According to the problem, set $y=f_{0}=20 \mathrm{~cm}$, thus $y^{\prime}=15 \mathrm{~cm}$.",\boxed{f_b = 15},NV,\mathrm{cm},False,EN,Laws Application
5192,Electromagnetism,Geometrical Optics,Imaging of Light,"In an optical system with spherical refraction, the radius of the sphere is \( r \), and the refractive indices on either side of the sphere are \( n_1 \) and \( n_2 \) \((n_1 < n_2)\). There is a point light source at point \( Q \) on the optical axis, at a distance \( s \) from the vertex \( O \) of the spherical surface. There is another arbitrary point \( Q' \), at a distance \( s' \) from point \( O \). Under paraxial conditions, which rays emanating from \( Q \) can reach \( Q' \)? If \( Q' \) is the image point of \( Q \), which optical paths satisfy the extremum condition?","According to Fermat's principle, light travels along a path where the optical path length is an extremum. Choose a light ray \( QM \), which after refraction at the spherical surface reaches \( Q' \). The angle between line \( M \) and the center \( C \) is \( \theta \). The existence of the light ray \( QMQ' \) depends on whether the optical path length \( L \) is an extremum, with the expression for path length \( L \) given by:

$$
L = n_1 \overline{QM} + n_2 \overline{MQ'}
$$

Using the cosine law and paraxial conditions, we obtain:

$$
\overline{QM} \approx s + \frac{r(s+r)}{2s} \theta^2
$$

$$
\overline{MQ'} \approx s' - \frac{r(s' - r)}{2s'} \theta^2
$$

Thus, the optical path \( L \) is:

$$
L = n_1 \left[ s + \frac{r(s+r)}{2s} \theta^2 \right] + n_2 \left[ s' - \frac{r(s'-r)}{2s'} \theta^2 \right]
$$

The condition for the optical path \( L \) to be an extremum is:

$$
\frac{\mathrm{d} L}{\mathrm{d} \theta} = r\theta \left( n_1 \frac{s+r}{s} - n_2 \frac{s' - r}{s'} \right) = 0
$$

Therefore, the rays that satisfy the condition are those where \( \theta = 0 \), meaning the light travels along the principal optical axis; and also \( \theta \neq 0 \), but simultaneously satisfies:

$$
n_1 \frac{s+r}{s} - n_2 \frac{s' - r}{s'} = 0
$$

Solving gives:

$$
\frac{n_1}{s} + \frac{n_2}{s'} = \frac{n_2 - n_1}{r}
$$

This is the spherical refraction imaging formula (under paraxial conditions), when \( Q' \) is the image point of \( Q \), the optical path for \( \theta \neq 0 \) satisfies the extremum condition, and all light rays emanating from point \( Q \) can refract and reach \( Q' \).",\boxed{\frac{n_1}{s} + \frac{n_2}{s'} = \frac{n_2 - n_1}{r}},EQ,,False,EN,Math Derivation
5198,Electromagnetism,Geometrical Optics,Imaging of Light,"There is a thin plano-convex lens with a convex surface radius of curvature \( R = 30 \text{ cm} \). It is known that when using paraxial rays, if the plane of this lens is silvered, its function is equivalent to a concave mirror with a focal length of 30 cm. Verify that if the plane of this lens is not silvered, the equivalent focal length of the lens is 60 cm.","Solution 2: The condition given in the problem: ""if the plane of this lens is silvered, its function is equivalent to a concave mirror with a focal length of 30 cm."" As mentioned earlier, this indicates that the silvered plane lens is equivalent to a spherical mirror with a radius of curvature of 60 cm. Using Figure 1, imagine a paraxial ray is emitted from the point \( C_1 \). After refraction by the spherical surface, it becomes parallel to the principal optical axis, and due to the silvered plane, it will return along its original path. If the plane is not silvered, this ray will continue forward parallel to the principal axis. Other paraxial rays emitted from \( C_1 \) behave similarly. Therefore, if the plane is not silvered, the paraxial rays emitted from \( C_1 \) become parallel after passing through the thin lens. \( C_1 \) is thus the focal point, with a focal length

\[
f = 60 \text{ cm} \tag{7}
\]",\boxed{60},NV,,False,EN,Laws Application
5224,Electromagnetism,Geometrical Optics,Reflection and Refraction of Light,"The refractive index of air above the airport runway varies with height according to the following equation:

$$
n = n_{0}(1 + \alpha y)
$$

where $\alpha = 1.5 \times 10^{-6} \, \mathrm{m}^{-1}$, and $n_{0}$ is the refractive index of air at ground level. A person standing on the runway has their eyes at a height of $h = 1.7 \, \mathrm{m}$ above the ground. Using the already obtained ray trajectory equation, determine the furthest distance on the runway that the observer can see.","When $y = h$, we have

$$
d = \sqrt{\frac{2 h}{\alpha}} = 1.5 \times 10^{3} \, \mathrm{m}
$$

This means that the furthest point on the runway that a person with eyes at a height of 1.7 m can see is 1500 m away from them; beyond this distance, it is not visible.",\boxed{1500},NV,\mathrm{m},False,EN,Practical Application
5246,Electromagnetism,Geometrical Optics,Imaging of Light,Calculate the depth of focus for a $5 \times$ magnifying glass or eyepiece.,"The working distance of a magnifying glass (or eyepiece) is such that the object is placed within a small range located slightly inside the first focal point. This is to form a magnified virtual image at a distance of clear vision $s_{0}$ or further for observation by a normal human eye. The so-called ""depth of focus"" refers to the aforementioned small longitudinal interval $\Delta x$, which is also the object distance corresponding to the distance of clear vision. Let the image distance $x^{\prime} = -(s_{0} + f)$, and by Newton’s formula, we have

$$
x = \frac{f^{2}}{x^{\prime}} = -\frac{f^{2}}{s_{0} + f}
$$

It's known that the angular magnification $M = s_{0} / f$, substituting the focal length $f$ into the above equation yields

$$
x = -\frac{s_{0}}{M(M+1)}
$$

The depth of focus is

$$
\Delta x = |x| = \frac{s_{0}}{M(M+1)}
$$

Thus, we calculate

$$
M=5 \times, \Delta x=0.83 \mathrm{~cm}
$$",\boxed{0.83},NV,\text{cm},False,EN,Knowledge Recall
5255,Electromagnetism,Geometrical Optics,Imaging of Light,Calculate the depth of focus for a $2 \times$ magnifying glass or eyepiece.,"The working distance of a magnifying glass (or eyepiece) is such that the object is located slightly inside the vicinity of the first focal point. This ensures the formation of a magnified virtual image at the near point distance $s_{0}$ or beyond for observation by the normal human eye. The so-called ""depth of focus"" refers to the longitudinal range $\Delta x$ of the aforementioned small region, which also corresponds to the object distance relative to the near point distance. Setting the image distance $x^{\prime} = -(s_{0} + f)$, and using Newton's lens equation, we get:

$$
x = \frac{f^{2}}{x^{\prime}} = -\frac{f^{2}}{s_{0} + f}
$$

It's known that the angular magnification $M = s_{0} / f$, substituting the focal length $f$ in the above equation gives:

$$
x = -\frac{s_{0}}{M(M+1)}
$$

Thus, the depth of focus is:

$$
\Delta x = |x| = \frac{s_{0}}{M(M+1)}
$$

Calculating this gives:

$$
M=2 \times, \Delta x = 4.17 \mathrm{~cm}
$$",\boxed{4.17},NV,\text{cm},False,EN,Laws Application
5260,Electromagnetism,Geometrical Optics,Imaging of Light,"An object is placed at the focal point of a diverging lens which coincides with the back of a converging lens, 5 cm away. Find the size and nature (real or virtual, erect or inverted) of the final image formed by the diverging lens.","For the second lens (the diverging lens), the object distance \( s_2 = \infty, \ f_2 = -15 \ \text{cm} \). According to the Gaussian lens formula,

\[
\frac{1}{f_2} = \frac{1}{s_2^{\prime}} + \frac{1}{s_2} \quad \Rightarrow \quad s_2^{\prime} = f_2 = -15 \ \text{cm}
\]

Therefore, the position of the image coincides with the position of the object. The size and characteristics of the image are:

Using Newton's formula \( xx^{\prime} = ff^{\prime} \), we have

\[
x^{\prime} = \frac{ff^{\prime}}{x} = -22.5 \ \text{cm}
\]

The lateral magnification ratio \(\beta = -\frac{x^{\prime}}{f^{\prime}} = -\frac{f}{x} = 1.5\) (times), meaning the image is a virtual, upright image magnified 1.5 times.",\boxed{1.5},NV,,False,EN,Practical Application
5263,Electromagnetism,Geometrical Optics,Imaging of Light,"There are two convex lenses with focal lengths of $f_{1}$ and $f_{2}$, respectively. By appropriately configuring these two lenses, a small object perpendicular to the optical axis can form an equal-sized, inverted image at its original position. Given all the conditions, now consider $f_{1}$ and $u_{1}$ as known. Find $f_{2}$ and $d$ such that the small object forms an equal-sized, inverted image at its original position.","The same analysis can be given, resulting in the following expressions:

\[
d=\frac{2 f_{1} u_{1}}{u_{1}-2 f_{1}}, \quad f_{2}=\left(\frac{u_{1}}{u_{1}-2 f_{1}}\right)^{2} f_{1}
\]","\boxed{d=\frac{2 f_{1} u_{1}}{u_{1}-2 f_{1}}, f_{2}=\left(\frac{u_{1}}{u_{1}-2 f_{1}}\right)^{2} f_{1}}",EQ,,True,EN,Math Derivation
5269,Electromagnetism,Geometrical Optics,Imaging of Light,"In an optical system composed of two lenses, it is known that the focal length of the second lens is \( f_{2} = -10 \, \mathrm{cm} \). If the image distance formed by the first lens is \( \infty \), determine the image distance formed by the second lens and the size of this inverted virtual image.","For the second lens, we have

\[
u_{2} = \infty, \quad f_{2} = -10 \, \mathrm{cm}
\]

Therefore,

\[
v_{2} = f_{2} = -10 \, \mathrm{cm}
\]

This means the image is located 10 cm to the left of the second lens, indicating an inverted virtual image. The size of the image is

\[
l_{2} = \left| \frac{f_{2}}{f_{1}} \right| l_{1} = 0.5 \, \mathrm{cm}
\]","\boxed{v_{2} = -10, l_{2} = 0.5}","NV, NV","\mathrm{cm}, \mathrm{cm}",True,EN,Laws Application
5273,Electromagnetism,Geometrical Optics,Imaging of Light,"The diameter of the telescope's objective lens is \(75 \, \text{mm}\), and the diameter of the eye's pupil is \(3.0 \, \text{mm}\). When the magnification is 20 times, find the ratio of the subjective brightness of the image of the moon in the telescope to the natural subjective brightness.","Consider the situation when \(D_{e}=3.0 \, \text{mm}\) and \(D=75 \, \text{mm}\):

When \(M=20\), we have

\[ 
D^{\prime} = \frac{D}{M} = 3.75 \, \text{mm} > D_{e} = 3.0 \, \text{mm} 
\]

In this case,

\[ 
\frac{H_{0}}{H} = 1 
\]",\boxed{1},NV,,False,EN,Laws Application
5298,Electromagnetism,Geometrical Optics,Imaging of Light,"The diameter of the objective lens of a telescope is \(75 \, \text{mm}\), and the diameter of the pupil of the eye is \(3.0 \, \text{mm}\). Find the ratio of the subjective brightness of the image of the moon as seen through the telescope to the natural subjective brightness, when the telescope's magnification is 50 times.","Consider the situation when \(D_{e}=3.0 \, \text{mm}\) and \(D=75 \, \text{mm}\):

When \(M=50\), we have

\[ 
D^{\prime} = \frac{D}{M} = 1.5 \, \text{mm} < D_{e} 
\]

At this point,

\[ 
\frac{H_{0}}{H} = \left(\frac{D_{e} M}{D}\right)^{2} = \left(\frac{3.0 \times 50}{75}\right)^{2} = 4.0 
\]",\boxed{4.0},NV,,False,EN,Knowledge Recall
5301,Electromagnetism,Geometrical Optics,Reflection and Refraction of Light,"A spherical glass container is filled with water, with a refractive index of $n$. Observe an object at the center of the sphere from the outside and determine the magnification of the object. Assume the thickness of the glass container walls is negligible.","Applying the principle of paraxial light refraction, using the refractive index $n$, it can be expressed as $ni = i^{\prime}$. Using a ray diagram method, object point $A$ emits a beam of light $AO$, which refracts at point $O$. The backward extension of the refracted light intersects the extension line of object point $A$ at $A^{\prime}$. The image length is $A^{\prime}C$.\\
The magnification $\beta = \frac{A^{\prime}C}{AC} = \frac{R i^{\prime}}{R i} = n$.\\",\boxed{n},NV,,False,EN,
5308,Electromagnetism,Geometrical Optics,Imaging of Light,Calculate the depth of focus for a $3 \times$ magnifying glass or eyepiece.,"The working distance of a magnifying glass (or eyepiece) is such that the object is positioned near the first focal point within a slightly inward small range, thus forming an enlarged virtual image at a distance of distinct vision $s_{0}$ or beyond for normal eye observation. The so-called ""depth of focus"" refers to the aforementioned small range longitudinal interval $\Delta x$, which is exactly the object distance corresponding to the distance of distinct vision. Let the image distance be $x^{\prime} = -(s_{0} + f)$, then according to Newton's formula:

$$
x = \frac{f^{2}}{x^{\prime}} = -\frac{f^{2}}{s_{0} + f}
$$

It can be understood that the angular magnification $M = s_{0} / f$, substituting the focal length $f$ in the above equation gives:

$$
x = -\frac{s_{0}}{M(M+1)}
$$

The depth of focus is:

$$
\Delta x = |x| = \frac{s_{0}}{M(M+1)}
$$

Thus, we calculate

$$
M=3 \times, \Delta x=2.08 \mathrm{~cm}
$$",\boxed{2.08},NV,\mathrm{cm},False,EN,Laws Application
5311,Electromagnetism,Geometrical Optics,Imaging of Light,An elderly person can see objects clearly from 100 cm to 300 cm. The eye is simplified as a simple lens 2.0 cm away from the retina. What focal length of lens is needed for them to see objects clearly at 25 cm?,"To see an object at \( u = 25 \mathrm{~cm} \) clearly, we have

\[
\Phi = \frac{1}{u} + \frac{1}{v} = \frac{1}{0.25} + \frac{1}{0.02} = 54 \text{ (diopters)}
\]

And

\[
\Phi_{\text{lens}} = \Phi - \Phi_{\text{eye}} = 54 - \frac{1}{0.0196} = 3 \text{ (diopters)}
\]

Or

\[
f_{\text{lens}} = \frac{1}{\Phi_{\text{lens}}} = \frac{1}{3} \mathrm{~m} = 33 \mathrm{~cm}
\]",\boxed{33},NV,\mathrm{~cm},False,EN,Practical Application
5313,Electromagnetism,Geometrical Optics,Imaging of Light,"The diameter of the objective lens of an astronomical telescope is 18 cm, with a light transmission factor of 0.50. It is known that the naked eye can directly observe stars of the sixth magnitude. When the magnification is 10 times, what is the magnitude of the star that can be seen? Assume the diameter of the eye's pupil can be 3.0 mm. (Note: As the star magnitude increases by one level, its brightness reduces to $1 / \sqrt[5]{100} \approx 1 / 2.5$)","If the magnification is too small such that $D^{\prime}>D_{e}$, obviously only a portion of the light flux passing through the exit pupil of the telescope enters the eye pupil, proportionally given by

$$
\Delta \Phi^{*} \propto k\left(\frac{D_{e}}{D^{\prime}}\right)^{2} D^{2}
$$

Thus,

$$
\frac{\Delta \Phi^{\prime \prime}}{\Delta \Phi_{e}}=k M^{2}
$$

When the magnification of the telescope $M=10$, $D^{\prime}=D / 10=18 \text{ mm}>D_{e}$, according to the above formula,

$$
\frac{\Delta \Phi^{\prime \prime}}{\Delta \Phi_{e}}=50
$$

At this point, the magnitude of the observable star is

$$
N^{\prime}=N_{0}+\log _{2.5} 50=6+4.3 \approx 10 \text{ (magnitude)}
$$",\boxed{10},NV,,False,EN,Practical Application
5327,Electromagnetism,Geometrical Optics,Imaging of Light,A glass sphere with a radius of 2.00 cm and a refractive index of 1.500 is placed in air. Find the focal length $f_{2}$ and the virtual focal length $f_{2}^{\prime}$ of the second spherical surface of the glass sphere.,"The glass sphere consists of two refracting spherical surfaces, each with its individual focal length and virtual focal length. For the second spherical surface, the focal length and virtual focal length are:

\[
\begin{aligned}
f_{2} & = 6.00 \, \text{cm}, \\
f_{2}^{\prime} & = 4.00 \, \text{cm}.
\end{aligned}
\]","\boxed{f_{2} = 6.00, f_{2}^{\prime} = 4.00}",EQ,"\text{cm}, \text{cm}",True,EN,Laws Application
5328,Electromagnetism,Geometrical Optics,Imaging of Light,"A linear object with a length of 5.0 mm is placed 50 cm in front of a camera, perpendicular to the optical axis. An image of this object is formed on the film with a height of 1.0 mm. If the film is moved backward by 1.0 cm, the width of the blur circle of the image becomes 1.0 mm. Find the $F$-number of the camera.","The $F$-number of the camera is the reciprocal of the relative aperture $F = \frac{1}{D/f}$, where $D$ is the aperture diameter, and $f$ is the focal length of the lens. Using the lens formula, we have:

$$
\left\{\begin{array}{l}  
\frac{1}{s^{\prime}}+\frac{1}{s}=\frac{1}{f} \\  
\beta=\frac{y^{\prime}}{y}=\frac{s^{\prime}}{s}  
\end{array}\right.  
$$

Given $s = 50 \, \mathrm{cm}, \quad y = 5.0 \, \mathrm{mm}, \quad y^{\prime} = 1.0 \, \mathrm{mm}$

Solving gives:

$$  
s^{\prime} = 10 \, \mathrm{cm}, \quad f = \frac{50}{6} \approx 8.33 \, \mathrm{cm}  
$$

According to the geometric relations in the diagram:

$$  
\frac{D}{s^{\prime}} = \frac{0.10}{\Delta}, \quad D = \frac{0.10}{\Delta} \cdot s^{\prime} = \frac{0.10}{1.0} \times 10 = 1.0 \, \mathrm{cm}  
$$

Therefore:

$$  
F = \frac{1}{D/f} = 8.33  
$$",\boxed{8.33},NV,,False,EN,Practical Application
